"Champion","role","opponent","win_rate"
"Trundle","Top","Illaoi""","55.63"
"Trundle","Top","Kennen""","49.36"
"Trundle","Top","Jayce""","61.18"
"Trundle","Top","Warwick""","53.7"
"Trundle","Top","Sion""","45.15"
"Trundle","Top","Akali""","59.91"
"Trundle","Top","Teemo""","41.03"
"Trundle","Top","DrMundo""","50.9"
"Trundle","Top","Vladimir""","54.06"
"Trundle","Top","Tryndamere""","50.34"
"Trundle","Top","Gnar""","51.13"
"Trundle","Top","Quinn""","51.21"
"Trundle","Top","TahmKench""","47.67"
"Trundle","Top","Chogath""","56.05"
"Trundle","Top","Hecarim""","50.31"
"Trundle","Top","Fiora""","57.65"
"Trundle","Top","JarvanIV""","56.21"
"Trundle","Top","Zac""","50"
"Trundle","Top","Ryze""","50.53"
"Trundle","Top","MonkeyKing""","57.14"
"Trundle","Top","Garen""","53.03"
"Trundle","Top","Kayle""","45.93"
"Trundle","Top","Pantheon""","47.35"
"Trundle","Top","Renekton""","53.51"
"Trundle","Top","Shen""","51.91"
"Trundle","Top","Rammus""","48.1"
"Trundle","Top","Nasus""","52.3"
"Trundle","Top","Rengar""","56.34"
"Trundle","Top","Volibear""","50.3"
"Trundle","Top","Gangplank""","52.94"
"Trundle","Top","Riven""","50.9"
"Trundle","Top","Lissandra""","53.39"
"Trundle","Top","Poppy""","55.55"
"Trundle","Top","Lulu""","50.25"
"Trundle","Top","Darius""","56.4"
"Trundle","Top","Jax""","51.81"
"Trundle","Top","Malphite""","50.39"
"Trundle","Top","Maokai""","53.64"
"Trundle","Top","Irelia""","54.31"
"Trundle","Top","Fizz""","48.28"
"Trundle","Top","Nautilus""","50.93"
"Trundle","Top","Yasuo""","50.6"
"Trundle","Top","Graves""","50.51"
"Trundle","Top","Ekko""","42.67"
"Trundle","Top","",""
"Trundle","Support","Galio""","25"
"Trundle","Support","Nunu""","66.66"
"Trundle","Support","FiddleSticks""","70"
"Trundle","Support","Kennen""","42.3"
"Trundle","Support","Taric""","52"
"Trundle","Support","Zyra""","48.93"
"Trundle","Support","TahmKench""","55.4"
"Trundle","Support","Zilean""","49.7"
"Trundle","Support","Brand""","53.03"
"Trundle","Support","Sona""","52.02"
"Trundle","Support","Velkoz""","50"
"Trundle","Support","Shen""","48.83"
"Trundle","Support","Nami""","54.6"
"Trundle","Support","Annie""","57.49"
"Trundle","Support","Poppy""","65.67"
"Trundle","Support","Lulu""","51.98"
"Trundle","Support","Karma""","48.64"
"Trundle","Support","Bard""","50.74"
"Trundle","Support","Leona""","53.13"
"Trundle","Support","Soraka""","45.58"
"Trundle","Support","Lux""","40"
"Trundle","Support","Nautilus""","48.64"
"Trundle","Support","Janna""","46.36"
"Trundle","Support","Blitzcrank""","52.8"
"Trundle","Support","Morgana""","49.44"
"Trundle","Support","Braum""","50.2"
"Trundle","Support","Alistar""","51.54"
"Trundle","Support","Thresh""","49.18"
"Katarina","Middle","Urgot""","8.33"
"Katarina","Middle","Mordekaiser""","55.55"
"Katarina","Middle","Galio""","52.68"
"Katarina","Middle","Karthus""","49.21"
"Katarina","Middle","Cassiopeia""","50.9"
"Katarina","Middle","Swain""","46.66"
"Katarina","Middle","Heimerdinger""","45.71"
"Katarina","Middle","Ziggs""","59.17"
"Katarina","Middle","Veigar""","57.14"
"Katarina","Middle","Kennen""","56.71"
"Katarina","Middle","Xerath""","54.63"
"Katarina","Middle","Syndra""","43.06"
"Katarina","Middle","Jayce""","42.96"
"Katarina","Middle","Zyra""","70.9"
"Katarina","Middle","Talon""","51.42"
"Katarina","Middle","Kassadin""","48.16"
"Katarina","Middle","Viktor""","57.87"
"Katarina","Middle","Akali""","50.82"
"Katarina","Middle","AurelionSol""","54.18"
"Katarina","Middle","Vladimir""","54.16"
"Katarina","Middle","Varus""","53.71"
"Katarina","Middle","Anivia""","51.94"
"Katarina","Middle","Quinn""","40.62"
"Katarina","Middle","Zilean""","49.6"
"Katarina","Middle","Chogath""","44.05"
"Katarina","Middle","Brand""","50"
"Katarina","Middle","Ryze""","48.14"
"Katarina","Middle","Velkoz""","45.75"
"Katarina","Middle","Malzahar""","45.88"
"Katarina","Middle","Kayle""","43.75"
"Katarina","Middle","Pantheon""","33.75"
"Katarina","Middle","Orianna""","54.1"
"Katarina","Middle","Diana""","48.04"
"Katarina","Middle","Gangplank""","45.4"
"Katarina","Middle","Annie""","50.63"
"Katarina","Middle","Lissandra""","56.77"
"Katarina","Middle","Lulu""","47.78"
"Katarina","Middle","Karma""","48.61"
"Katarina","Middle","Corki""","51.23"
"Katarina","Middle","TwistedFate""","50.61"
"Katarina","Middle","Zed""","46.91"
"Katarina","Middle","Azir""","54.71"
"Katarina","Middle","Fizz""","52"
"Katarina","Middle","Ahri""","50.69"
"Katarina","Middle","Leblanc""","55.23"
"Katarina","Middle","Lux""","52.17"
"Katarina","Middle","Morgana""","48.48"
"Katarina","Middle","Yasuo""","50.49"
"Katarina","Middle","Ekko""","54"
"Elise","Jungle","Nunu""","46.61"
"Elise","Jungle","Aatrox""","52.83"
"Elise","Jungle","Rumble""","50.41"
"Elise","Jungle","Skarner""","39.77"
"Elise","Jungle","FiddleSticks""","51.7"
"Elise","Jungle","Olaf""","54.34"
"Elise","Jungle","RekSai""","48.06"
"Elise","Jungle","Warwick""","46.97"
"Elise","Jungle","Evelynn""","47.85"
"Elise","Jungle","Sion""","42.85"
"Elise","Jungle","DrMundo""","52.77"
"Elise","Jungle","AurelionSol""","56.55"
"Elise","Jungle","Sejuani""","46.18"
"Elise","Jungle","Tryndamere""","50.79"
"Elise","Jungle","Quinn""","52.88"
"Elise","Jungle","Chogath""","57.4"
"Elise","Jungle","Hecarim""","46.29"
"Elise","Jungle","JarvanIV""","51.02"
"Elise","Jungle","Zac""","47.44"
"Elise","Jungle","Nocturne""","50.93"
"Elise","Jungle","MonkeyKing""","45.65"
"Elise","Jungle","XinZhao""","47.66"
"Elise","Jungle","Kayle""","58.82"
"Elise","Jungle","Udyr""","51.93"
"Elise","Jungle","Pantheon""","53.46"
"Elise","Jungle","Rammus""","47.01"
"Elise","Jungle","Shaco""","45.95"
"Elise","Jungle","Vi""","45.42"
"Elise","Jungle","Shyvana""","45.88"
"Elise","Jungle","Rengar""","49.3"
"Elise","Jungle","Diana""","47.81"
"Elise","Jungle","Volibear""","42.53"
"Elise","Jungle","Amumu""","42.46"
"Elise","Jungle","Nidalee""","46.6"
"Elise","Jungle","Poppy""","60.46"
"Elise","Jungle","Jax""","44.63"
"Elise","Jungle","Kindred""","45.51"
"Elise","Jungle","Maokai""","46.9"
"Elise","Jungle","MasterYi""","48.38"
"Elise","Jungle","Trundle""","49.7"
"Elise","Jungle","Khazix""","49.48"
"Elise","Jungle","Fizz""","48.32"
"Elise","Jungle","Gragas""","46.24"
"Elise","Jungle","Graves""","45.24"
"Elise","Jungle","Ekko""","42.52"
"Elise","Jungle","LeeSin""","51.84"
"Vayne","ADC","Urgot""","51.35"
"Vayne","ADC","Varus""","45.44"
"Vayne","ADC","Quinn""","49.47"
"Vayne","ADC","MissFortune""","46.95"
"Vayne","ADC","Twitch""","46.59"
"Vayne","ADC","Kalista""","53.82"
"Vayne","ADC","Ashe""","44.57"
"Vayne","ADC","Draven""","51.21"
"Vayne","ADC","KogMaw""","42.13"
"Vayne","ADC","Tristana""","50.92"
"Vayne","ADC","Corki""","54.83"
"Vayne","ADC","Jinx""","46.94"
"Vayne","ADC","Sivir""","47.68"
"Vayne","ADC","Caitlyn""","50.14"
"Vayne","ADC","Graves""","47.33"
"Vayne","ADC","Jhin""","49.16"
"Vayne","ADC","Ezreal""","49.51"
"Vayne","ADC","Lucian""","50.02"
"Nasus","Top","Yorick""","52.7"
"Nasus","Top","Urgot""","44.82"
"Nasus","Top","Mordekaiser""","56.36"
"Nasus","Top","Galio""","57.14"
"Nasus","Top","Nunu""","62.5"
"Nasus","Top","Aatrox""","45.55"
"Nasus","Top","Singed""","50.55"
"Nasus","Top","Rumble""","50.56"
"Nasus","Top","Cassiopeia""","53.57"
"Nasus","Top","Swain""","40.9"
"Nasus","Top","Heimerdinger""","48.35"
"Nasus","Top","Olaf""","51.41"
"Nasus","Top","Illaoi""","52.45"
"Nasus","Top","Kennen""","51.56"
"Nasus","Top","Jayce""","53.28"
"Nasus","Top","Warwick""","51.92"
"Nasus","Top","Sion""","43.69"
"Nasus","Top","Akali""","46.92"
"Nasus","Top","Teemo""","51.44"
"Nasus","Top","DrMundo""","48.9"
"Nasus","Top","Vladimir""","55.08"
"Nasus","Top","Tryndamere""","48.41"
"Nasus","Top","Gnar""","54.54"
"Nasus","Top","Quinn""","50.69"
"Nasus","Top","TahmKench""","56.75"
"Nasus","Top","Chogath""","56.36"
"Nasus","Top","Hecarim""","54.07"
"Nasus","Top","Fiora""","54.3"
"Nasus","Top","JarvanIV""","50.61"
"Nasus","Top","Zac""","52.43"
"Nasus","Top","Ryze""","52.94"
"Nasus","Top","MonkeyKing""","52.77"
"Nasus","Top","Garen""","46.97"
"Nasus","Top","Kayle""","43.54"
"Nasus","Top","Pantheon""","48.15"
"Nasus","Top","Renekton""","47.46"
"Nasus","Top","Shen""","50.42"
"Nasus","Top","Rammus""","47.55"
"Nasus","Top","Rengar""","48.53"
"Nasus","Top","Volibear""","49.04"
"Nasus","Top","Gangplank""","51.8"
"Nasus","Top","Riven""","53.64"
"Nasus","Top","Lissandra""","47.93"
"Nasus","Top","Poppy""","52.12"
"Nasus","Top","Lulu""","48.51"
"Nasus","Top","Darius""","46.59"
"Nasus","Top","Jax""","48.48"
"Nasus","Top","Malphite""","51.08"
"Nasus","Top","Maokai""","50"
"Nasus","Top","Trundle""","47.7"
"Nasus","Top","Irelia""","50.63"
"Nasus","Top","Fizz""","43.26"
"Nasus","Top","Nautilus""","47.35"
"Nasus","Top","Yasuo""","51.14"
"Nasus","Top","Graves""","47.2"
"Nasus","Top","Ekko""","43.32"
"Pantheon","Top","Yorick""","50"
"Pantheon","Top","Urgot""","55"
"Pantheon","Top","Mordekaiser""","47.36"
"Pantheon","Top","Galio""","44.44"
"Pantheon","Top","Nunu""","66.66"
"Pantheon","Top","Aatrox""","48.93"
"Pantheon","Top","Singed""","62.71"
"Pantheon","Top","Rumble""","54.9"
"Pantheon","Top","Cassiopeia""","42.85"
"Pantheon","Top","Swain""","44.44"
"Pantheon","Top","Heimerdinger""","61.9"
"Pantheon","Top","Olaf""","55.02"
"Pantheon","Top","Illaoi""","46.51"
"Pantheon","Top","Kennen""","52.38"
"Pantheon","Top","Jayce""","51.54"
"Pantheon","Top","Warwick""","70.83"
"Pantheon","Top","Sion""","41.17"
"Pantheon","Top","Akali""","57.14"
"Pantheon","Top","Teemo""","56.63"
"Pantheon","Top","DrMundo""","51.51"
"Pantheon","Top","Vladimir""","57.59"
"Pantheon","Top","Tryndamere""","53.72"
"Pantheon","Top","Gnar""","54.74"
"Pantheon","Top","Quinn""","50.91"
"Pantheon","Top","TahmKench""","56.52"
"Pantheon","Top","Chogath""","53.89"
"Pantheon","Top","Hecarim""","60"
"Pantheon","Top","Fiora""","56.65"
"Pantheon","Top","JarvanIV""","45.78"
"Pantheon","Top","Zac""","56.66"
"Pantheon","Top","Ryze""","47.26"
"Pantheon","Top","MonkeyKing""","53.84"
"Pantheon","Top","Garen""","49.04"
"Pantheon","Top","Kayle""","53.59"
"Pantheon","Top","Renekton""","52.57"
"Pantheon","Top","Shen""","48.08"
"Pantheon","Top","Rammus""","41.21"
"Pantheon","Top","Nasus""","51.84"
"Pantheon","Top","Rengar""","59.57"
"Pantheon","Top","Volibear""","53.78"
"Pantheon","Top","Gangplank""","56.96"
"Pantheon","Top","Riven""","52.46"
"Pantheon","Top","Lissandra""","62.59"
"Pantheon","Top","Poppy""","49.68"
"Pantheon","Top","Lulu""","55.38"
"Pantheon","Top","Darius""","53.11"
"Pantheon","Top","Jax""","58.38"
"Pantheon","Top","Malphite""","46.96"
"Pantheon","Top","Maokai""","49.19"
"Pantheon","Top","Trundle""","52.64"
"Pantheon","Top","Irelia""","50.52"
"Pantheon","Top","Fizz""","44.95"
"Pantheon","Top","Nautilus""","50.68"
"Pantheon","Top","Yasuo""","52.88"
"Pantheon","Top","Graves""","56.11"
"Pantheon","Top","Ekko""","45.53"
"Pantheon","Top","",""
"Pantheon","Middle","Urgot""","75"
"Pantheon","Middle","Mordekaiser""","60"
"Pantheon","Middle","Galio""","54.54"
"Pantheon","Middle","Karthus""","35.71"
"Pantheon","Middle","Cassiopeia""","69.23"
"Pantheon","Middle","Swain""","53.33"
"Pantheon","Middle","Heimerdinger""","40"
"Pantheon","Middle","Ziggs""","60"
"Pantheon","Middle","Veigar""","47.36"
"Pantheon","Middle","Kennen""","66.66"
"Pantheon","Middle","Xerath""","62.06"
"Pantheon","Middle","Syndra""","59.09"
"Pantheon","Middle","Jayce""","50"
"Pantheon","Middle","Zyra""","0"
"Pantheon","Middle","Talon""","45.9"
"Pantheon","Middle","Kassadin""","63.26"
"Pantheon","Middle","Viktor""","67.92"
"Pantheon","Middle","Akali""","46.15"
"Pantheon","Middle","AurelionSol""","57.14"
"Pantheon","Middle","Vladimir""","50"
"Pantheon","Middle","Varus""","66.66"
"Pantheon","Middle","Anivia""","46.66"
"Pantheon","Middle","Quinn""","66.66"
"Pantheon","Middle","Zilean""","38.88"
"Pantheon","Middle","Chogath""","40.9"
"Pantheon","Middle","Brand""","45.45"
"Pantheon","Middle","Ryze""","42.3"
"Pantheon","Middle","Velkoz""","55.55"
"Pantheon","Middle","Malzahar""","45.61"
"Pantheon","Middle","Kayle""","53.84"
"Pantheon","Middle","Katarina""","66.25"
"Pantheon","Middle","Orianna""","49.2"
"Pantheon","Middle","Diana""","50"
"Pantheon","Middle","Gangplank""","46.42"
"Pantheon","Middle","Annie""","52"
"Pantheon","Middle","Lissandra""","49.2"
"Pantheon","Middle","Lulu""","47.82"
"Pantheon","Middle","Karma""","38.63"
"Pantheon","Middle","Corki""","56.92"
"Pantheon","Middle","TwistedFate""","56.03"
"Pantheon","Middle","Zed""","47.36"
"Pantheon","Middle","Azir""","56.44"
"Pantheon","Middle","Fizz""","48.3"
"Pantheon","Middle","Ahri""","51.24"
"Pantheon","Middle","Leblanc""","54.9"
"Pantheon","Middle","Lux""","59.32"
"Pantheon","Middle","Morgana""","26.66"
"Pantheon","Middle","Yasuo""","53.57"
"Pantheon","Middle","Ekko""","60.41"
"Pantheon","Middle","",""
"Pantheon","Jungle","Nunu""","60"
"Pantheon","Jungle","Aatrox""","30.76"
"Pantheon","Jungle","Rumble""","47.82"
"Pantheon","Jungle","Skarner""","30.95"
"Pantheon","Jungle","FiddleSticks""","44.44"
"Pantheon","Jungle","Olaf""","23.07"
"Pantheon","Jungle","RekSai""","46.15"
"Pantheon","Jungle","Warwick""","50.74"
"Pantheon","Jungle","Evelynn""","47.87"
"Pantheon","Jungle","Sion""","28.57"
"Pantheon","Jungle","DrMundo""","76.92"
"Pantheon","Jungle","AurelionSol""","48.14"
"Pantheon","Jungle","Sejuani""","39.7"
"Pantheon","Jungle","Tryndamere""","78.57"
"Pantheon","Jungle","Quinn""","36"
"Pantheon","Jungle","Chogath""","64.7"
"Pantheon","Jungle","Hecarim""","37.7"
"Pantheon","Jungle","JarvanIV""","52.87"
"Pantheon","Jungle","Zac""","40.74"
"Pantheon","Jungle","Nocturne""","39.13"
"Pantheon","Jungle","MonkeyKing""","45.16"
"Pantheon","Jungle","XinZhao""","52.89"
"Pantheon","Jungle","Kayle""","42.85"
"Pantheon","Jungle","Udyr""","42.15"
"Pantheon","Jungle","Rammus""","41.02"
"Pantheon","Jungle","Shaco""","37.5"
"Pantheon","Jungle","Vi""","49.33"
"Pantheon","Jungle","Shyvana""","41.97"
"Pantheon","Jungle","Rengar""","56.2"
"Pantheon","Jungle","Diana""","47.27"
"Pantheon","Jungle","Volibear""","47.82"
"Pantheon","Jungle","Amumu""","43.75"
"Pantheon","Jungle","Elise""","46.53"
"Pantheon","Jungle","Nidalee""","45.6"
"Pantheon","Jungle","Poppy""","61.9"
"Pantheon","Jungle","Jax""","50.75"
"Pantheon","Jungle","Kindred""","45.7"
"Pantheon","Jungle","Maokai""","54.54"
"Pantheon","Jungle","MasterYi""","44.18"
"Pantheon","Jungle","Trundle""","51.16"
"Pantheon","Jungle","Khazix""","48.84"
"Pantheon","Jungle","Fizz""","35.18"
"Pantheon","Jungle","Gragas""","46.26"
"Pantheon","Jungle","Graves""","48.67"
"Pantheon","Jungle","Ekko""","39.65"
"Pantheon","Jungle","LeeSin""","51.67"
"Kennen","Support","Galio""","0"
"Kennen","Support","Nunu""","100"
"Kennen","Support","FiddleSticks""","66.66"
"Kennen","Support","Taric""","42.85"
"Kennen","Support","Zyra""","18.18"
"Kennen","Support","TahmKench""","52.94"
"Kennen","Support","Zilean""","56.25"
"Kennen","Support","Brand""","50"
"Kennen","Support","Sona""","47.61"
"Kennen","Support","Velkoz""","31.25"
"Kennen","Support","Shen""","75"
"Kennen","Support","Nami""","19.23"
"Kennen","Support","Annie""","33.33"
"Kennen","Support","Poppy""","83.33"
"Kennen","Support","Lulu""","61.9"
"Kennen","Support","Karma""","37.03"
"Kennen","Support","Bard""","53.62"
"Kennen","Support","Leona""","51.21"
"Kennen","Support","Trundle""","57.69"
"Kennen","Support","Soraka""","40.59"
"Kennen","Support","Lux""","38.88"
"Kennen","Support","Nautilus""","22.58"
"Kennen","Support","Janna""","47.19"
"Kennen","Support","Blitzcrank""","31.95"
"Kennen","Support","Morgana""","44.44"
"Kennen","Support","Braum""","51.11"
"Kennen","Support","Alistar""","49.29"
"Kennen","Support","Thresh""","46.89"
"Kennen","Support","",""
"Kennen","Top","Yorick""","40"
"Kennen","Top","Urgot""","100"
"Kennen","Top","Mordekaiser""","80"
"Kennen","Top","Galio""","50"
"Kennen","Top","Nunu""","100"
"Kennen","Top","Aatrox""","26.66"
"Kennen","Top","Singed""","52.77"
"Kennen","Top","Rumble""","64.7"
"Kennen","Top","Cassiopeia""","33.33"
"Kennen","Top","Swain""","69.23"
"Kennen","Top","Heimerdinger""","33.33"
"Kennen","Top","Olaf""","41.17"
"Kennen","Top","Illaoi""","59.67"
"Kennen","Top","Jayce""","55.55"
"Kennen","Top","Warwick""","75"
"Kennen","Top","Sion""","37.03"
"Kennen","Top","Akali""","47.22"
"Kennen","Top","Teemo""","57.14"
"Kennen","Top","DrMundo""","47.22"
"Kennen","Top","Vladimir""","52.04"
"Kennen","Top","Tryndamere""","55.07"
"Kennen","Top","Gnar""","50.36"
"Kennen","Top","Quinn""","41.11"
"Kennen","Top","TahmKench""","47.61"
"Kennen","Top","Chogath""","46.93"
"Kennen","Top","Hecarim""","39.47"
"Kennen","Top","Fiora""","52.84"
"Kennen","Top","JarvanIV""","48.71"
"Kennen","Top","Zac""","50"
"Kennen","Top","Ryze""","45.74"
"Kennen","Top","MonkeyKing""","40"
"Kennen","Top","Garen""","56.3"
"Kennen","Top","Kayle""","50.63"
"Kennen","Top","Pantheon""","47.61"
"Kennen","Top","Renekton""","49.23"
"Kennen","Top","Shen""","49.12"
"Kennen","Top","Rammus""","55.55"
"Kennen","Top","Nasus""","48.43"
"Kennen","Top","Rengar""","60.41"
"Kennen","Top","Volibear""","43.13"
"Kennen","Top","Gangplank""","53.08"
"Kennen","Top","Riven""","50.93"
"Kennen","Top","Lissandra""","50"
"Kennen","Top","Poppy""","50.61"
"Kennen","Top","Lulu""","50"
"Kennen","Top","Darius""","44.4"
"Kennen","Top","Jax""","46.46"
"Kennen","Top","Malphite""","41.21"
"Kennen","Top","Maokai""","46.22"
"Kennen","Top","Trundle""","50.63"
"Kennen","Top","Irelia""","47.71"
"Kennen","Top","Fizz""","50.98"
"Kennen","Top","Nautilus""","46.25"
"Kennen","Top","Yasuo""","47.85"
"Kennen","Top","Graves""","47.34"
"Kennen","Top","Ekko""","34.05"
"Kennen","Top","",""
"Kennen","Middle","Urgot""","50"
"Kennen","Middle","Mordekaiser""","33.33"
"Kennen","Middle","Galio""","85.71"
"Kennen","Middle","Karthus""","43.75"
"Kennen","Middle","Cassiopeia""","20"
"Kennen","Middle","Swain""","40.9"
"Kennen","Middle","Heimerdinger""","50"
"Kennen","Middle","Ziggs""","16.66"
"Kennen","Middle","Veigar""","58.33"
"Kennen","Middle","Xerath""","70"
"Kennen","Middle","Syndra""","57.14"
"Kennen","Middle","Jayce""","50"
"Kennen","Middle","Zyra""","40"
"Kennen","Middle","Talon""","48.57"
"Kennen","Middle","Kassadin""","51.61"
"Kennen","Middle","Viktor""","42.85"
"Kennen","Middle","Akali""","44"
"Kennen","Middle","AurelionSol""","72.41"
"Kennen","Middle","Vladimir""","57.14"
"Kennen","Middle","Varus""","52.38"
"Kennen","Middle","Anivia""","42.85"
"Kennen","Middle","Quinn""","30"
"Kennen","Middle","Zilean""","50"
"Kennen","Middle","Chogath""","47.05"
"Kennen","Middle","Brand""","37.93"
"Kennen","Middle","Ryze""","51.85"
"Kennen","Middle","Velkoz""","38.09"
"Kennen","Middle","Malzahar""","42.85"
"Kennen","Middle","Kayle""","34.48"
"Kennen","Middle","Pantheon""","33.33"
"Kennen","Middle","Katarina""","43.28"
"Kennen","Middle","Orianna""","59.75"
"Kennen","Middle","Diana""","48.33"
"Kennen","Middle","Gangplank""","37.03"
"Kennen","Middle","Annie""","35.29"
"Kennen","Middle","Lissandra""","54.05"
"Kennen","Middle","Lulu""","44.11"
"Kennen","Middle","Karma""","48.78"
"Kennen","Middle","Corki""","48.97"
"Kennen","Middle","TwistedFate""","45.83"
"Kennen","Middle","Zed""","52.71"
"Kennen","Middle","Azir""","53.03"
"Kennen","Middle","Fizz""","53.09"
"Kennen","Middle","Ahri""","47.26"
"Kennen","Middle","Leblanc""","53.54"
"Kennen","Middle","Lux""","51.66"
"Kennen","Middle","Morgana""","53.65"
"Kennen","Middle","Yasuo""","52.15"
"Kennen","Middle","Ekko""","52.83"
"Riven","Top","Yorick""","50"
"Riven","Top","Urgot""","51.51"
"Riven","Top","Mordekaiser""","46.8"
"Riven","Top","Galio""","71.42"
"Riven","Top","Nunu""","94.11"
"Riven","Top","Aatrox""","46.22"
"Riven","Top","Singed""","43.28"
"Riven","Top","Rumble""","61.32"
"Riven","Top","Cassiopeia""","55"
"Riven","Top","Swain""","53.33"
"Riven","Top","Heimerdinger""","50.92"
"Riven","Top","Olaf""","52.7"
"Riven","Top","Illaoi""","57.65"
"Riven","Top","Kennen""","49.06"
"Riven","Top","Jayce""","48.96"
"Riven","Top","Warwick""","62.5"
"Riven","Top","Sion""","43.84"
"Riven","Top","Akali""","47.45"
"Riven","Top","Teemo""","50.2"
"Riven","Top","DrMundo""","47.86"
"Riven","Top","Vladimir""","57.92"
"Riven","Top","Tryndamere""","44.41"
"Riven","Top","Gnar""","48.74"
"Riven","Top","Quinn""","46.94"
"Riven","Top","TahmKench""","54.01"
"Riven","Top","Chogath""","46.96"
"Riven","Top","Hecarim""","43.9"
"Riven","Top","Fiora""","47.38"
"Riven","Top","JarvanIV""","47.45"
"Riven","Top","Zac""","53.53"
"Riven","Top","Ryze""","48.64"
"Riven","Top","MonkeyKing""","50"
"Riven","Top","Garen""","44.35"
"Riven","Top","Kayle""","44"
"Riven","Top","Pantheon""","47.53"
"Riven","Top","Renekton""","46.5"
"Riven","Top","Shen""","49.71"
"Riven","Top","Rammus""","41.9"
"Riven","Top","Nasus""","46.35"
"Riven","Top","Rengar""","46.52"
"Riven","Top","Volibear""","43.79"
"Riven","Top","Gangplank""","54.42"
"Riven","Top","Lissandra""","48.42"
"Riven","Top","Poppy""","43.57"
"Riven","Top","Lulu""","50.73"
"Riven","Top","Darius""","53.2"
"Riven","Top","Jax""","50"
"Riven","Top","Malphite""","47.33"
"Riven","Top","Maokai""","47.16"
"Riven","Top","Trundle""","49.09"
"Riven","Top","Irelia""","45.75"
"Riven","Top","Fizz""","52.94"
"Riven","Top","Nautilus""","47.3"
"Riven","Top","Yasuo""","49.82"
"Riven","Top","Graves""","47.93"
"Riven","Top","Ekko""","41.78"
"Shyvana","Jungle","Nunu""","53.24"
"Shyvana","Jungle","Aatrox""","44.82"
"Shyvana","Jungle","Rumble""","54.54"
"Shyvana","Jungle","Skarner""","50.69"
"Shyvana","Jungle","FiddleSticks""","49.5"
"Shyvana","Jungle","Olaf""","56.66"
"Shyvana","Jungle","RekSai""","48.89"
"Shyvana","Jungle","Warwick""","42.85"
"Shyvana","Jungle","Evelynn""","51.34"
"Shyvana","Jungle","Sion""","51.02"
"Shyvana","Jungle","DrMundo""","57.14"
"Shyvana","Jungle","AurelionSol""","61.11"
"Shyvana","Jungle","Sejuani""","51.35"
"Shyvana","Jungle","Tryndamere""","53.65"
"Shyvana","Jungle","Quinn""","61.03"
"Shyvana","Jungle","Chogath""","50.72"
"Shyvana","Jungle","Hecarim""","50.64"
"Shyvana","Jungle","JarvanIV""","48.18"
"Shyvana","Jungle","Zac""","56.76"
"Shyvana","Jungle","Nocturne""","55.89"
"Shyvana","Jungle","MonkeyKing""","48.63"
"Shyvana","Jungle","XinZhao""","48.3"
"Shyvana","Jungle","Kayle""","44.23"
"Shyvana","Jungle","Udyr""","53.62"
"Shyvana","Jungle","Pantheon""","58.02"
"Shyvana","Jungle","Rammus""","48.81"
"Shyvana","Jungle","Shaco""","52.7"
"Shyvana","Jungle","Vi""","53.62"
"Shyvana","Jungle","Rengar""","54.19"
"Shyvana","Jungle","Diana""","51.19"
"Shyvana","Jungle","Volibear""","48.7"
"Shyvana","Jungle","Amumu""","50.65"
"Shyvana","Jungle","Elise""","54.11"
"Shyvana","Jungle","Nidalee""","52.78"
"Shyvana","Jungle","Poppy""","61.19"
"Shyvana","Jungle","Jax""","48.26"
"Shyvana","Jungle","Kindred""","49.55"
"Shyvana","Jungle","Maokai""","50.7"
"Shyvana","Jungle","MasterYi""","50.11"
"Shyvana","Jungle","Trundle""","47.05"
"Shyvana","Jungle","Khazix""","52.25"
"Shyvana","Jungle","Fizz""","55.17"
"Shyvana","Jungle","Gragas""","52.94"
"Shyvana","Jungle","Graves""","51.59"
"Shyvana","Jungle","Ekko""","48"
"Shyvana","Jungle","LeeSin""","56.24"
"Rengar","Top","Yorick""","57.14"
"Rengar","Top","Urgot""","27.27"
"Rengar","Top","Mordekaiser""","55.55"
"Rengar","Top","Aatrox""","62.5"
"Rengar","Top","Singed""","26.66"
"Rengar","Top","Rumble""","52"
"Rengar","Top","Cassiopeia""","45.45"
"Rengar","Top","Swain""","63.63"
"Rengar","Top","Heimerdinger""","63.15"
"Rengar","Top","Olaf""","53.48"
"Rengar","Top","Illaoi""","60.37"
"Rengar","Top","Kennen""","39.58"
"Rengar","Top","Jayce""","51.11"
"Rengar","Top","Warwick""","85.71"
"Rengar","Top","Sion""","40"
"Rengar","Top","Akali""","53.65"
"Rengar","Top","Teemo""","44.61"
"Rengar","Top","DrMundo""","51.94"
"Rengar","Top","Vladimir""","47.22"
"Rengar","Top","Tryndamere""","47.61"
"Rengar","Top","Gnar""","52.45"
"Rengar","Top","Quinn""","55.07"
"Rengar","Top","TahmKench""","60.41"
"Rengar","Top","Chogath""","55.76"
"Rengar","Top","Hecarim""","55.31"
"Rengar","Top","Fiora""","53.07"
"Rengar","Top","JarvanIV""","42.22"
"Rengar","Top","Zac""","45.83"
"Rengar","Top","Ryze""","62.39"
"Rengar","Top","MonkeyKing""","58.9"
"Rengar","Top","Garen""","47.93"
"Rengar","Top","Kayle""","45.9"
"Rengar","Top","Pantheon""","40.42"
"Rengar","Top","Renekton""","50.75"
"Rengar","Top","Shen""","53.67"
"Rengar","Top","Rammus""","36.26"
"Rengar","Top","Nasus""","51.46"
"Rengar","Top","Volibear""","35"
"Rengar","Top","Gangplank""","46.73"
"Rengar","Top","Riven""","53.47"
